"#","Game","Release date","Price","Score rank(Userscore / Metascore)","Owners","Playtime (Median)","Developer(s)","Publisher(s)"
"631","Spud's Quest","Jul 31, 2014","$7.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Mouldy Toof Studios","Clickteam"
"632","Time of Fury","Jul 18, 2014","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Wastelands Interactive","Conglomerate 5"
"633","Disney Fairies: Tinker Bell's Adventure","Oct 6, 2014","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Gamestar","Disney"
"634","A-Men","Jan 25, 2014","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Bloober Team SA","Bloober Team SA"
"635","G-Ball","May 28, 2014","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Genee Network","Genee Network"
"636","Recruits","Jul 31, 2014","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Commotion Games Pty Ltd","Commotion Games Pty Ltd"
"637","Leona's Tricky Adventures","Nov 11, 2014","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","KTX Software","Signo & Arte"
"638","Flyhunter Origins","Dec 10, 2014","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Steel Wool Games","Ripstone"
"639","ShaderTool","Apr 1, 2014","$29.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Stefan Kraus, Timo Armbruster","BiteTheBytes GmbH"
"642","Disney•Pixar Toy Story Mania!","Oct 6, 2014","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Papaya Studio","Disney"
"645","Kingdom Tales","Feb 13, 2014","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Cateia Games","Cateia Games"
"647","Crouching Pony Hidden Dragon","Jul 14, 2014","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Le Cortex","Neko Entertainment"
"650","AutoTileGen","Jul 9, 2014","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Pixelatto","Pixelatto"
"651","IHF Handball Challenge 14","Mar 28, 2014","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Neutron Games GmbH","Nacon, Plug In Digital"
"652","Ludwig","Jun 6, 2014","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","ovos","ovos"
"654","Wildlife Park 2 - Marine World","Jul 17, 2014","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","b-alive gmbh","b-alive gmbh"
"655","Space Warp","Nov 4, 2014","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Mind Crew","Mind Crew"
"656","Rise of Prussia Gold","May 7, 2014","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Ageod","Slitherine Ltd."
"657","Bliss","Dec 8, 2014","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Oruji Productions","Oruji Productions"
"658","Star Nomad","Dec 29, 2014","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Huy Phan","Huy Phan"
"659","The World II: Hunting BOSS","Nov 7, 2014","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Good Games","Good Games"
"663","Rage Runner","May 16, 2014","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Hypercane Studios","Plug In Digital"
"665","DROD: The Second Sky","Jul 1, 2014","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Caravel Games","Caravel Games"
"666","Rescue Team 4","Oct 28, 2014","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Rionix","Alawar Entertainment"
"668","Crash And Burn Racing","Dec 9, 2014","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Lunagames","Libredia"
"669","Jamsouls","Aug 21, 2014","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Chromatic Dream","Chromatic Dream"
"670","Into Blue Valley","Dec 24, 2014","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Ryan Javanshir","Ryan Javanshir"
"671","Voice of Pripyat","Nov 19, 2014","$6.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Slav Pankratov","Slav Pankratov"
"672","Comicado","Jan 21, 2014","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Jugilus","Jugilus"
"673","Paper Monsters Recut","Oct 23, 2014","$7.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Mobot Studios, Inc","Crescent Moon Games, LLC"
"674","Fat Chicken","Dec 4, 2014","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Mighty Rabbit Studios, Relevant Games","Relevant Games"
"676","My Riding Stables: Your Horse world","Mar 28, 2014","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Radon Labs GmbH","familyplay"
"677","Scooby Doo! & Looney Tunes Cartoon Universe: Adventure","Jul 16, 2014","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","WayForward","Warner Bros. Interactive Entertainment"
"678","Biglands: A Game Made By Kids","Aug 25, 2014","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","GammaLateral","GammaLateral"
"679","MODO indie 901","Dec 11, 2014","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Foundry","Foundry"
"680","Third Eye Crime","Jul 23, 2014","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Moonshot Games","Gameblyr"
"684","Disney The Princess and the Frog","Oct 6, 2014","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Griptonite Games","Disney"
"686","HTR+ Slot Car Simulation","May 29, 2014","$6.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","QUByte Interactive","Libredia Entertainment"
"688","liteCam HD 5.0: Screen/Stream Capture","Jun 16, 2014","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Rsupport Inc.","Rsupport Inc."
"689","The House","Jun 19, 2014","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Konsordo","Konsordo"
"691","Hangeki","Aug 11, 2014","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Pentavera","Pentavera"
"692","Myths Of Orion: Light From The North","Dec 3, 2014","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Cateia Games","Cateia Games"
"696","Cricket Captain 2014","Aug 8, 2014","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Childish Things","KISS ltd"
"697","Spy Fox In: Cheese Chase","May 29, 2014","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Humongous Entertainment","Humongous Entertainment, Nightdive Studios"
"701","Jacob Jones and the Bigfoot Mystery : Episode 1","Sep 15, 2014","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Lucid Games Ltd","Lucid Games Ltd"
"702","Foresight","Nov 28, 2014","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Strides Interactive Game Studio","Strides Interactive Game Studio"
"703","Vampires: Guide Them to Safety!","Oct 22, 2014","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","CBE software","CBE software"
"704","Lost Marbles","May 30, 2014","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Binary Takeover","Binary Takeover"
"705","Baseball Mogul 2015","Apr 3, 2014","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Sports Mogul, Inc.","Sports Mogul, Inc."
"708","My Best Friends - Cats & Dogs","Mar 27, 2014","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Sproing","familyplay"
"710","Spirited Heart Deluxe","May 29, 2014","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Winter Wolves","Winter Wolves"
"713","Kill Fun Yeah","May 30, 2014","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Arctic Anteater","Arctic Anteater"
"716","Top Hat","Jul 31, 2014","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","N94Games","N94Games"
"717","Long Night","Jul 7, 2014","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Trickster Face","Trickster Face"
"719","Colossal Kaiju Combat: Kaijuland Battles","Aug 11, 2014","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Sunstone Games, LLC.","Sunstone Games, LLC."
"720","Battleheart Legacy","May 28, 2014","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Mika Mobile, Inc.","Mika Mobile, Inc."
"727","CastleMiner Warfare","Apr 4, 2014","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","DigitalDNA Games LLC","DigitalDNA Games LLC"
"728","Paganitzu","May 5, 2014","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","3D Realms","3D Realms"
"729","Robot Rescue Revolution","Jul 11, 2014","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Teyon","Teyon"
"732","Trace Vector","Aug 19, 2014","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Vexel Games","Vexel Games"
"736","Clash of Puppets","Dec 16, 2014","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Drakkar Dev","Crescent Moon Games"
"738","Ghostship Aftermath","Jul 18, 2014","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","MAG Studios","MAG Studios"
"740","New York Bus Simulator","Aug 6, 2014","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","TML-Studios","Aerosoft GmbH"
"742","Roadside Assistance Simulator","Sep 25, 2014","$11.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Fragment Production Ltd","rondomedia GmbH"
"745","Rock Boshers DX: Directors Cut","Dec 10, 2014","$6.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","TIKIPOD","TIKIPOD"
"750","Paper Dungeons","Mar 26, 2014","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Stephane Valverde, Leslie Valverde","Agent Mega"
"753","The Terminal 2","Aug 8, 2014","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","FrameLineNetwork","FrameLineNetwork"
"756","Rugby Union Team Manager 2015","Dec 3, 2014","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Alternative Software Ltd","Alternative Software Ltd"
"761","Calibre 10 Racing","Mar 26, 2014","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Bongfish GmbH","Bongfish GmbH"
"762","One Late Night: Deadline","Dec 22, 2014","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Black Curtain Studio","Black Curtain Studio"
"763","Gardens Inc. 2: The Road to Fame","May 22, 2014","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","World-Loom, Nitreal","MumboJumbo"
"764","Sportsfriends","Dec 19, 2014","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Die Gute Fabrik","Die Gute Fabrik"
"770","The Waste Land","Sep 16, 2014","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Fledermaus","Digital Tribe"
"774","IHF Handball Challenge 12","Mar 21, 2014","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Neutron Games","Libredia"
"775","Undead Overlord","Jul 18, 2014","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","JumpCore Productions","JumpCore Productions"
"776","LogiGun","Jul 22, 2014","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Alfred Lam","Alfred Lam"
"780","Appointment with FEAR (Standalone)","Aug 26, 2014","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Tin Man Games","Tin Man Games"
"781","Facility 47","Apr 6, 2014","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Inertia Game Studios","Inertia Game Studios"
"782","Global Outbreak: Doomsday Edition","Aug 11, 2014","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","ShortRound Games","ShortRound Games"
"787","Disney•Pixar Cars Toon: Mater's Tall Tales","Oct 6, 2014","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Papaya Studio","Disney"
"788","Heroes & Legends: Conquerors of Kolhar","Aug 21, 2014","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Cuve Games","Phoenix Online Publishing"
"789","Insane Cold: Back to the Ice Age","Aug 27, 2014","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Mysterytag","RunServer"
"796","Sign Motion","Oct 24, 2014","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Midnart","Midnart"
"799","Defense Zone","Jul 14, 2014","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Artem Kotov","Artem Kotov"
"805","Machines At War 3","Jul 23, 2014","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Isotope 244 LLC","Isotope 244 LLC"
"806","Wildlife Park 2 - Horses","Jul 17, 2014","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","b-alive gmbh","b-alive gmbh"
"807","Magnetic By Nature","Nov 10, 2014","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Team Tripleslash","Team Tripleslash"
"808","Rooks Keep","Dec 5, 2014","$7.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","RuneStorm","RuneStorm"
"812","Freddi Fish and Luther's Maze Madness","Apr 17, 2014","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Humongous Entertainment","Humongous Entertainment, Nightdive Studios"
"813","Gridiron Solitaire","Jan 21, 2014","$7.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Bill and Eli Productions","Bill and Eli Productions"
"814","Fatehaven","Aug 8, 2014","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Hosted Games","Hosted Games"
"823","Zoom Player : Steam Edition","Apr 4, 2014","$59.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Inmatrix LTD","Inmatrix LTD"
"825","StuntMANIA Reloaded","Nov 13, 2014","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Sector3 Games","Bigger Boat"
"827","Dokuro","Dec 8, 2014","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","GAME ARTS Co., Ltd.","GungHo Online Entertainment America, Inc."
"829","Pulstar","Jun 11, 2014","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Concave Studio, Colorful Media, Emagica","Indietopia Games"
"830","Montas","Mar 24, 2014","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Organic Humans","Organic Humans"
"834","Pilot Brothers 2","Dec 31, 2014","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","1C Wireless","Fulqrum Publishing"
"836","Bot Colony","Jun 16, 2014","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","North Side","North Side"
"838","Motte Island","Apr 8, 2014","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Gamebell Studio","One Aperture"
"839","Redline","Oct 23, 2014","$6.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Accolade, Inc.","Atari, Nightdive Studios"
"840","Flower Shop: Winter In Fairbrook","Jul 31, 2014","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Winter Wolves","Winter Wolves"
"841","Catzilla 4K - Advanced","Feb 28, 2014","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","ALLPlayer Group Ltd.","ALLPlayer Group Ltd."
"842","Riding Star - Horse Championship!","Mar 27, 2014","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Sproing","familyplay"
"846","Heileen 1: Sail Away","Jun 6, 2014","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Winter Wolves","Winter Wolves"
"847","Disney Planes","Oct 6, 2014","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Behaviour Interactive","Disney"
"849","Substance B2M3","Sep 30, 2014","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Allegorithmic","Allegorithmic"
"850","Gamer To Game Developer Series 1: More Than a Gamer","Feb 13, 2014","$12.49","N/A (N/A)","0 .. 20,000","00:00 (00:00)","GTGD","GTGD"
"858","Starlite: Astronaut Rescue - Developed in Collaboration with NASA","Jan 27, 2014","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Project Whitecard Studios Inc.","Project Whitecard Studios Inc."
"863","Wyv and Keep: The Temple of the Lost Idol","Aug 8, 2014","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","A Jolly Corpse","A Jolly Corpse"
"865","Global ATC Simulator","Nov 10, 2014","$29.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Robert Miroszewski","Aerosoft GmbH"
"867","Mars Colony:Challenger","Mar 4, 2014","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","HyperKat Games","HyperKat Games"
"868","Desert Golfing","Sep 1, 2014","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Captain Games","Captain Games"
"869","Fritz Chess 14","Sep 22, 2014","$39.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","ChessBase","Viva Media"
"874","Episode 1 - A Boy Learns What Fear Is","Jan 6, 2014","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Spicy Horse Games","Spicy Horse Games"
"875","Nicole","Jul 25, 2014","$18.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Winter Wolves","Winter Wolves"
"877","Saints Row IV - Reverse Cosplay Pack","Feb 5, 2014","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Deep Silver Volition","Deep Silver"
"889","Disney Tangled","Oct 6, 2014","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Planet Moon Studios","Disney"
"892","Putt-Putt Joins the Circus","May 29, 2014","$6.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Humongous Entertainment","Humongous Entertainment, Nightdive Studios"
"895","Prelogate","Dec 10, 2014","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","blamedrop","blamedrop"
"897","Flower Shop: Summer In Fairbrook","May 16, 2014","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Winter Wolves","Winter Wolves"
"902","Boot Hill Heroes","Oct 10, 2014","$8.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Experimental Gamer Studios","Experimental Gamer Studios"
"907","QbQbQb","Oct 29, 2014","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Rezoner","Rezoner"
"912","It's A Wipe!","Dec 11, 2014","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Parody Games, LLC","Parody Games, LLC"
"915","Crystal Caves","May 5, 2014","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Apogee Software","Apogee Entertainment"
"930","Radiant Defense","Jul 11, 2014","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Hexage","Hexage"
"935","Battle Mages: Sign of Darkness","Jul 24, 2014","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Targem Games","ESDigital Games"
"938","Dark Strokes: The Legend of the Snow Kingdom Collector’s Edition","May 4, 2014","$8.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Alawar Friday's Games","Alawar Entertainment"
"942","The Counting Kingdom","Aug 5, 2014","$6.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Little Worlds Interactive","Little Worlds Interactive"
"943","Aritana and the Harpy's Feather","Aug 15, 2014","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Duaik Entretenimento","Duaik Entretenimento"
"948","Cho Dengeki Stryker All Ages Version","Sep 19, 2014","$34.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","OVERDRIVE","MangaGamer"
"950","Sledgehammer / Gear Grinder","Mar 12, 2014","$1.19","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Targem Games","ESDigital Games"
"951","Zombie Solitaire","Jul 3, 2014","$8.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","rokaplay","rokaplay"
"954","SunAge: Battle for Elysium","Dec 15, 2014","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","vertex4 entertainment GmbH","vertex4 entertainment GmbH"
"955","Magicians & Looters","Jul 1, 2014","$6.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Morgopolis Studios","Morgopolis Studios"
"957","Spy Fox 3 ""Operation Ozone""","May 15, 2014","$6.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Humongous Entertainment","Humongous Entertainment, Nightdive Studios"
"959","Drifter","Mar 4, 2014","$11.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Celsius Game Studios","Celsius Game Studios"
"960","Hero of Many","Sep 15, 2014","$7.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Trickster Arts","Trickster Arts"
"961","Psy High","Dec 22, 2014","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Choice of Games","Choice of Games"
"967","Proxy Blade Zero","Jul 28, 2014","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","D6","D6"
"969","Defense Zone 2","May 30, 2014","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Artem Kotov","Artem Kotov"
"977","Heroes Rise: HeroFall","Jul 11, 2014","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Choice of Games","Choice of Games"
"978","Gary Grigsby's War in the West","Dec 4, 2014","$79.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","2by3 Games","Slitherine Ltd."
"979","Advanced Tactics Gold","Aug 15, 2014","$29.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","VR Designs","Slitherine Ltd."
"994","Freddi Fish 4: The Case of the Hogfish Rustlers of Briny Gulch","May 29, 2014","$6.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Humongous Entertainment","Humongous Entertainment, Nightdive Studios"
"995","Sword of the Samurai","Oct 17, 2014","$6.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","MicroProse Software, Inc","Atari, Nightdive Studios"
"996","Mecha Ace","Dec 5, 2014","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Choice of Games","Choice of Games"
"998","Foosball - Street Edition","Apr 16, 2014","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Yuisy, Exkee","Yuisy"
"1000","Freddi Fish 5 featuring Mess Hall Mania: The Case of the Creature of Coral Cove","Jun 6, 2014","$6.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Humongous Entertainment","Humongous Entertainment, Nightdive Studios"
"1002","Volo Airsport","Dec 4, 2014","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Ramjet Anvil","Ramjet Anvil"
"1007","Heroes Rise: The Hero Project","Jun 17, 2014","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Choice of Games","Choice of Games"
"1009","BasketBelle","Dec 9, 2014","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Studio Bean","Studio Bean"
"1020","Winged Sakura: Mindy's Arc","Nov 7, 2014","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","WINGED SAKURA GAMES","WINGED SAKURA GAMES"
"1022","Danmaku Amanojaku ~ Impossible Spell Card.","May 11, 2014","$10.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","上海アリス幻樂団","Mediascape Co., Ltd."
"1029","Date Warp","Sep 2, 2014","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Hanako Games","Hanako Games"
"1031","McDROID","Sep 5, 2014","$24.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Elefantopia","Elefantopia"
"1037","Lantern Forge","Jul 18, 2014","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Hearthfire Studios","Hearthfire Studios"
